no;Dependen;Independen_1;Independen_2;Independen_3;Independen_4;Independen_5;Independen_6;Independen_7;Independen_8;Independen_9;Independen_10;Independen_11;Independen_12;Independen_13
2055;NA;30;0;1;1;5;1;4.055123849;NA;NA;NA;1;4.055917185;0
2056;NA;30;NA;NA;0;5;1;3.218875825;NA;NA;NA;1;3.179655112;NA
2057;1;44;0;0;0;3;1;3.413269963;1;0;0;1;4.055123849;1
2058;1;37;0;0;0;4;1;3.598365447;1;0;0;1;3.831980298;1
2059;2;25;1;0;0;4;1;4.135166557;0;1;0;1;3.516127348;0
2060;NA;47;0;0;0;3;1;NA;NA;NA;NA;1;4.160484365;1
2061;3;38;0;0;0;3;1;3.778491613;0;0;1;1;2.733368009;1
2062;1;49;0;0;0;4;1;3.014780469;1;0;0;1;3.912023005;1
2063;2;38;1;0;1;5;1;4.172906885;0;1;0;1;3.968112472;0
2064;3;33;0;1;0;5;1;3.138833117;0;0;1;1;3.179655112;0
2065;3;54;1;0;0;5;1;3.313186504;0;0;1;1;3.872802292;0
2066;2;52;1;0;0;4;1;3.292983797;0;1;0;1;5.153736138;0
2067;3;31;0;0;2;3;1;3.179655112;0;0;1;1;3.117779708;1
2068;1;38;0;0;0;4;1;3.649658741;1;0;0;1;3.42651519;1
2069;1;39;0;0;0;4;1;4.478938096;1;0;0;0;NA;1
2070;2;46;0;0;0;3;1;4.135166557;0;1;0;1;3.249181174;1
2071;2;54;1;0;0;5;1;3.562647364;0;1;0;1;3.736670118;0
2072;2;28;0;0;0;5;1;3.516127348;0;1;0;1;3.516127348;1
2073;2;40;1;0;0;4;1;3.328075117;0;1;0;1;3.649658741;0
2074;2;42;1;0;0;5;1;6.270696656;0;1;0;1;4.150434029;0
2075;3;43;0;1;0;4;1;3.585133553;0;0;1;1;3.872802292;0
2076;1;46;0;0;0;3;0;NA;1;0;0;1;3.698448905;1
2077;1;40;0;0;3;5;1;NA;1;0;0;1;3.959813669;1
2078;1;48;0;0;0;4;0;NA;1;0;0;1;NA;1
2079;2;30;NA;NA;2;5;1;2.802360881;0;1;0;1;3.58512022;NA
2080;1;32;NA;NA;0;2;1;NA;1;0;0;1;2.905218266;NA
2081;2;32;NA;NA;1;5;1;4.095945844;0;1;0;1;4.789093024;NA
2082;3;47;0;1;0;4;1;3.921592456;0;0;1;1;4.021222297;0
2083;2;50;1;0;0;4;1;2.822980168;0;1;0;1;4.2782674;0
2084;3;41;1;0;0;4;1;3.442019376;0;0;1;1;3.872802292;0
2085;NA;46;NA;NA;0;1;0;NA;NA;NA;NA;1;2.403126322;NA
2086;2;32;0;1;1;3;0;NA;0;1;0;1;4.342805922;0
2087;1;53;1;0;0;4;1;3.074294596;1;0;0;1;3.659709077;0
2088;2;38;0;0;1;4;1;3.516127348;0;1;0;1;2.95651156;1
2089;1;53;0;0;0;4;1;1.803410086;1;0;0;1;3.890017955;1
2090;2;43;0;1;0;4;1;3.862751956;0;1;0;1;4.283586562;0
2091;1;47;0;0;0;5;1;2.822980168;1;0;0;1;3.274965292;1
2092;NA;43;0;0;0;4;1;2.599836616;NA;NA;NA;1;1.616737215;1
2093;2;36;0;0;0;4;1;3.310683374;0;1;0;1;3.218875825;1
2094;1;41;1;0;0;4;0;NA;1;0;0;1;3.649658741;0
2095;2;45;0;0;0;5;1;3.361976669;0;1;0;1;2.486507931;1
2096;1;36;0;0;0;3;0;NA;1;0;0;1;3.074294596;1
2097;3;34;1;0;1;5;1;3.361976669;0;0;1;1;3.402798663;0
2098;1;35;0;0;0;3;0;NA;1;0;0;1;NA;1
2099;1;36;0;0;0;4;1;2.396895772;1;0;0;1;2.733368009;1
2100;NA;42;NA;NA;0;3;1;2.238160525;NA;NA;NA;1;2.525728644;NA
2101;1;43;0;0;0;3;0;NA;1;0;0;1;3.179655112;1
2102;2;41;0;0;2;5;0;NA;0;1;0;1;4.460588957;1
2103;2;43;0;0;0;4;1;4.10919107;0;1;0;1;3.79423997;1
2104;2;39;0;0;0;2;1;3.472324726;0;1;0;0;NA;1
2105;2;43;1;0;0;4;1;3.792759585;0;1;0;1;4.135166557;0
2106;2;42;1;0;0;4;1;3.494465852;0;1;0;1;3.767441777;0
2107;1;52;0;0;0;4;1;2.95651156;1;0;0;1;2.445685937;1
2108;3;41;NA;NA;0;4;1;3.932784997;0;0;1;1;3.905592115;NA
2109;2;44;0;0;0;4;0;NA;0;1;0;1;4.342805922;1
2110;2;34;0;1;1;5;1;NA;0;1;0;1;3.649658741;0
2111;1;36;0;0;1;4;0;NA;1;0;0;1;NA;1
2112;2;51;0;1;0;5;1;3.361976669;0;1;0;1;4.679278158;0
2113;3;37;1;0;1;4;1;3.544298225;0;0;1;1;4.055123849;0
2114;1;53;1;0;0;5;1;3.912023005;1;0;0;1;4.055123849;0
2115;3;43;0;1;0;4;1;4.172906885;0;0;1;1;4.172906885;0
2116;2;54;0;1;0;5;0;NA;0;1;0;1;4.565949473;0
2117;2;52;0;1;0;4;0;NA;0;1;0;1;4.614739637;0
2118;NA;39;0;1;0;5;1;4.789093024;NA;NA;NA;1;3.674351354;0
2119;3;44;1;0;0;5;0;NA;0;0;1;1;6.270696656;0
2120;3;44;0;0;0;4;1;3.394766491;0;0;1;1;2.835883573;1
2121;1;49;0;0;0;5;1;2.95651156;1;0;0;1;2.903022875;1
2122;2;41;0;0;0;4;1;2.63905733;0;1;0;1;3.005301725;1
2123;3;41;0;1;0;5;1;3.767441777;0;0;1;0;NA;0
2124;1;38;NA;NA;0;5;1;3.179655112;1;0;0;1;6.270696656;NA
2125;NA;38;NA;NA;1;4;0;NA;NA;NA;NA;1;3.778491613;NA
2126;NA;39;NA;NA;0;5;0;NA;NA;NA;NA;1;2.26336438;NA
2127;1;34;0;0;1;4;0;NA;1;0;0;1;4.2782674;1
2128;NA;28;NA;NA;1;2;1;2.590267165;NA;NA;NA;1;3.986130978;NA
2129;2;44;1;0;0;4;1;3.649658741;0;1;0;1;5.207803359;0
2130;2;37;1;0;0;4;1;3.649658741;0;1;0;1;4.055123849;0
2131;3;42;0;1;1;4;1;3.179655112;0;0;1;1;4.317488114;0
2132;2;39;1;0;1;4;1;3.800231599;0;1;0;1;4.135166557;0
2133;3;52;1;0;0;1;1;3.949763333;0;0;1;1;4.380957687;0
2134;3;47;0;0;0;3;1;2.881518581;0;0;1;1;3.11607613;1
2135;NA;46;0;1;0;3;1;2.733368009;NA;NA;NA;1;2.813410717;0
2136;NA;31;0;0;1;3;0;NA;NA;NA;NA;1;3.074294596;1
2137;1;37;0;0;1;5;1;2.055725015;1;0;0;1;3.813582933;1
2138;1;32;0;0;0;5;0;NA;1;0;0;1;2.983153491;1
2139;NA;29;0;0;2;5;0;NA;NA;NA;NA;1;3.159452404;1
2140;3;48;1;0;0;3;1;4.518051977;0;0;1;1;4.403430543;0
2141;3;48;1;0;0;3;1;2.822980168;0;0;1;1;4.055123849;0
2142;1;54;0;0;0;5;0;NA;1;0;0;1;3.538433106;1
2143;3;48;1;0;0;5;1;4.624218381;0;0;1;1;1.752538756;0
2144;1;38;0;0;1;4;1;3.58512022;1;0;0;1;5.259096653;1
2145;1;53;1;0;0;4;1;3.42651519;1;0;0;1;3.179655112;0
2146;3;41;1;0;0;4;1;3.649658741;0;0;1;1;3.872802292;0
2147;2;38;0;1;0;4;1;3.842343085;0;1;0;1;4.565949473;0
2148;3;45;0;1;1;3;1;3.902361095;0;0;1;1;3.544298225;0
2149;1;48;0;0;0;5;1;3.101092789;1;0;0;1;3.361976669;1
2150;3;43;0;1;0;5;1;3.101092789;0;0;1;1;3.361976669;0
2151;3;45;1;0;0;4;1;4.280415629;0;0;1;1;3.101092789;0
2152;2;47;1;0;0;4;1;2.094945728;0;1;0;1;3.872802292;0
2153;2;42;0;0;0;3;1;1.819772505;0;1;0;1;3.803809421;1
2154;1;46;0;0;0;4;1;3.358637767;1;0;0;1;3.58512022;1
2155;2;33;1;0;2;2;1;3.621487864;0;1;0;1;3.457286848;0
2156;1;54;0;0;0;4;1;2.599836616;1;0;0;0;NA;1
2157;NA;43;0;0;0;5;1;4.251238728;NA;NA;NA;1;3.783190134;1
2158;2;52;0;1;0;3;1;2.984682437;0;1;0;1;4.055123849;0
2159;2;28;0;1;0;5;1;3.34516955;0;1;0;1;4.038316731;0
2160;NA;45;0;0;0;3;0;NA;NA;NA;NA;1;3.179655112;1
2161;NA;32;0;0;1;4;0;NA;NA;NA;NA;1;2.551046452;1
2162;2;42;1;0;1;3;0;NA;0;1;0;1;3.207825989;0
2163;1;50;0;0;0;5;1;3.282054726;1;0;0;1;3.733540225;1
2164;3;36;1;0;1;3;1;4.525127478;0;0;1;1;4.174394666;0
2165;NA;52;NA;NA;0;3;1;1.139434283;NA;NA;NA;0;NA;NA
2166;1;29;0;0;0;3;0;NA;1;0;0;1;3.123565645;1
2167;1;48;0;0;0;5;0;NA;1;0;0;1;3.862751956;1
2168;1;40;0;0;0;3;1;3.457286848;1;0;0;1;3.428596356;1
2169;NA;44;NA;NA;0;2;1;2.26336438;NA;NA;NA;1;3.624340933;NA
2170;2;51;1;0;0;2;1;3.106080331;0;1;0;1;3.813961792;0
2171;NA;47;0;1;0;4;1;4.046405958;NA;NA;NA;1;4.113902061;0
2172;2;42;0;0;0;4;1;3.229457934;0;1;0;1;2.040220829;1
2173;3;33;0;0;1;4;1;4.228692615;0;0;1;1;3.89260492;1
2174;2;53;0;0;0;5;1;2.813410717;0;1;0;0;NA;1
2175;3;50;NA;NA;0;5;1;3.138833117;0;0;1;1;4.858619087;NA
2176;1;41;0;0;0;4;0;NA;1;0;0;1;3.847484484;1
2177;NA;51;0;0;0;3;0;NA;NA;NA;NA;1;3.255004549;1
2178;1;27;0;0;1;2;1;2.550908943;1;0;0;1;3.710283363;1
2179;NA;45;0;0;0;2;0;NA;NA;NA;NA;1;2.486507931;1
2180;2;51;1;0;0;4;1;4.2782674;0;1;0;1;4.565949473;0
2181;1;30;0;0;1;4;1;2.550908943;1;0;0;1;3.230948406;1
2182;1;34;1;0;2;3;1;2.838728525;1;0;0;0;NA;0
2183;1;37;0;0;0;4;1;1.390748711;1;0;0;1;3.934495861;1
2184;1;46;0;1;2;4;1;2.551046452;1;0;0;1;3.824012128;0
2185;2;41;0;0;0;4;1;3.872802292;0;1;0;1;3.80666249;1
2186;1;37;1;0;0;4;1;2.668829488;1;0;0;1;4.055123849;0
2187;1;41;0;0;0;5;1;3.036554268;1;0;0;1;2.793992631;1
2188;1;35;NA;NA;0;2;0;NA;1;0;0;NA;NA;NA
2189;2;38;1;0;0;2;1;2.701619311;0;1;0;1;3.472324726;0
2190;1;25;0;1;1;4;0;NA;1;0;0;1;3.442019376;0
2191;3;37;1;0;0;4;0;NA;0;0;1;1;3.244193633;0
2192;NA;39;1;0;1;4;1;4.453899969;NA;NA;NA;1;4.789093024;0
2193;2;28;1;0;0;3;1;4.095945844;0;1;0;1;3.649658741;0
2194;1;37;NA;NA;0;4;1;2.705621752;1;0;0;0;NA;NA
2195;2;40;0;1;1;5;1;3.472324726;0;1;0;1;3.530311983;0
2196;3;49;0;1;0;4;0;NA;0;0;1;1;4.565949473;0
2197;2;47;0;1;0;3;1;3.912023005;0;1;0;1;3.937340813;0
2198;3;51;0;1;0;5;1;3.778491613;0;0;1;1;4.846527622;0
2199;1;35;0;0;1;5;1;2.995732274;1;0;0;1;3.986130978;1
2200;1;38;0;0;0;5;1;2.634927936;1;0;0;1;3.361976669;1
2201;2;54;1;0;0;4;1;4.514656178;0;1;0;1;3.9310712;0
2202;2;42;0;0;0;2;1;2.805688671;0;1;0;1;2.620039324;1
2203;1;50;1;0;0;3;1;3.098559218;1;0;0;1;3.674351354;0
2204;NA;50;0;0;0;3;1;3.210745699;NA;NA;NA;0;NA;1
2205;1;43;0;0;0;4;1;3.649658741;1;0;0;1;3.064725145;1
2206;1;41;0;0;0;2;1;3.361976669;1;0;0;1;2.890371758;1
2207;1;44;0;0;0;4;0;NA;1;0;0;1;3.442019376;1
2208;1;51;0;0;0;4;1;3.005301725;1;0;0;1;2.297555745;1
2209;3;41;0;0;0;5;1;3.537329556;0;0;1;1;3.256616153;1
2210;1;50;0;0;0;2;1;3.074294596;1;0;0;1;2.560615903;1
2211;NA;39;NA;NA;0;2;1;NA;NA;NA;NA;1;NA;NA
2212;1;51;0;0;0;3;0;NA;1;0;0;1;3.292983797;1
2213;2;26;0;0;1;4;1;2.851151045;0;1;0;1;2.851151045;1
2214;2;32;1;0;0;5;1;4.376328614;0;1;0;1;3.069840246;0
2215;2;37;NA;NA;0;3;1;3.466802041;0;1;0;1;3.401197382;NA
2216;2;49;0;0;0;3;1;2.95651156;0;1;0;1;3.007804855;1
2217;1;40;NA;NA;0;3;0;NA;1;0;0;0;NA;NA
2218;2;52;0;0;0;4;0;NA;0;1;0;1;3.256616153;1
2219;2;44;0;1;1;5;0;NA;0;1;0;1;2.802360881;0
2220;1;50;0;0;0;4;1;2.460074674;1;0;0;1;3.061872076;1
2221;1;30;0;0;0;4;0;NA;1;0;0;1;3.236471587;1
2222;2;28;0;0;0;4;1;2.995751504;0;1;0;1;3.209213914;1
2223;3;29;1;0;1;4;1;2.851151045;0;0;1;1;2.995732274;0
2224;1;51;1;0;0;3;1;3.516127348;1;0;0;1;2.666159259;0
2225;1;45;0;0;0;4;1;3.157182256;1;0;0;1;3.061872076;1
2226;1;28;0;0;0;3;0;NA;1;0;0;1;3.005301725;1
2227;1;35;0;0;0;4;1;2.747964902;1;0;0;1;2.96744026;1
2228;NA;54;NA;NA;0;4;0;NA;NA;NA;NA;1;2.233592222;NA
2229;1;38;0;0;0;4;1;2.620119321;1;0;0;0;NA;1
2230;NA;41;NA;NA;0;4;0;NA;NA;NA;NA;1;4.612138855;NA
2231;3;53;NA;NA;0;5;1;NA;0;0;1;1;3.487139811;NA
2232;2;37;NA;NA;0;5;0;NA;0;1;0;1;4.160484365;NA
2233;NA;37;NA;NA;2;5;1;NA;NA;NA;NA;1;NA;NA
2234;NA;45;NA;NA;0;4;0;NA;NA;NA;NA;1;NA;NA
2235;1;53;0;0;0;3;0;NA;1;0;0;1;2.350375757;1
2236;3;30;0;0;0;5;1;3.361976669;0;0;1;0;NA;1
2237;NA;32;NA;NA;0;3;1;2.941397923;NA;NA;NA;1;3.925843724;NA
2238;2;47;1;0;0;4;1;4.029806041;0;1;0;1;3.380143972;0
2239;1;38;0;0;0;4;0;NA;1;0;0;1;NA;1
2240;1;43;0;0;0;3;0;NA;1;0;0;1;3.698448905;1
2241;2;44;0;0;0;4;1;2.764139668;0;1;0;1;2.800338635;1
2242;1;47;NA;NA;0;1;1;2.238046572;1;0;0;0;NA;NA
2243;2;46;0;0;0;4;1;2.922610009;0;1;0;1;2.286248674;1
2244;NA;37;NA;NA;1;4;1;2.668829488;NA;NA;NA;1;3.37850597;NA
2245;1;46;NA;NA;1;5;1;3.010578782;1;0;0;1;3.442019376;NA
2246;1;43;0;0;0;3;1;3.516127348;1;0;0;1;4.180286992;1
2247;1;53;0;0;0;3;1;4.209274529;1;0;0;1;4.2093031;1
2248;2;48;1;0;0;3;1;-0.039220713;0;1;0;1;1.975682307;0
2249;2;53;0;0;0;4;1;3.544298225;0;1;0;1;3.074294596;1
2250;1;45;1;0;0;5;1;2.668829488;1;0;0;1;3.937340813;0
2251;3;38;1;0;0;5;1;3.157182256;0;0;1;1;4.095945844;0
2252;1;49;1;0;0;5;1;2.668829488;1;0;0;1;3.729701449;0
2253;1;35;1;0;3;3;1;2.120263536;1;0;0;1;3.457286848;0
2254;3;39;0;1;0;4;1;3.274965292;0;0;1;1;4.565949473;0
2255;NA;52;NA;NA;0;5;1;3.881563798;NA;NA;NA;1;5.521460918;NA
2256;1;37;0;0;0;1;0;NA;1;0;0;1;3.152686711;1
2257;1;45;1;0;0;4;1;2.486507931;1;0;0;1;3.274965292;0
2258;1;52;0;0;0;3;0;NA;1;0;0;0;NA;1
2259;2;30;1;0;1;4;1;4.012564235;0;1;0;1;3.58512022;0
2260;1;41;1;0;0;5;0;NA;1;0;0;1;4.514656178;0
2261;2;33;0;1;2;4;1;3.274965292;0;1;0;1;4.012564235;0
2262;1;41;0;0;0;4;0;NA;1;0;0;1;3.649658741;1
2263;1;54;0;0;0;3;0;NA;1;0;0;1;3.496895986;1
2264;1;53;1;0;0;4;1;3.074294596;1;0;0;1;3.516127348;0
2265;1;33;0;1;2;5;0;NA;1;0;0;1;3.42651519;0
2266;1;47;1;0;0;5;0;NA;1;0;0;1;NA;0
2267;2;53;1;0;0;4;1;4.172906885;0;1;0;1;3.530951983;0
2268;1;50;0;0;0;4;1;3.007804855;1;0;0;1;3.055451508;1
2269;2;39;0;1;0;4;1;3.361976669;0;1;0;1;3.767441777;0
2270;2;44;0;1;0;3;1;3.080125516;0;1;0;1;2.867898902;0
2271;1;44;0;0;0;4;1;3.277716325;1;0;0;1;3.516127348;1
2272;2;30;0;0;2;5;1;3.531875705;0;1;0;1;3.852599585;1
2273;NA;39;0;0;0;5;1;3.649658741;NA;NA;NA;1;2.870893152;1
2274;1;42;0;0;0;1;0;NA;1;0;0;1;2.678879824;1
2275;1;48;0;0;0;1;1;3.411247718;1;0;0;1;2.835883573;1
2276;2;29;NA;NA;0;5;1;3.978162808;0;1;0;NA;NA;NA
2277;3;38;0;1;0;5;1;3.443556656;0;0;1;1;3.882752623;0
2278;1;43;0;0;0;5;1;NA;1;0;0;1;NA;1
2279;3;41;NA;NA;1;3;0;NA;0;0;1;1;4.789093024;NA
2280;2;33;0;0;1;4;1;2.916626627;0;1;0;1;3.516127348;1
2281;1;27;0;0;1;3;0;NA;1;0;0;1;2.95651156;1
2282;3;48;NA;NA;0;4;1;3.649658741;0;0;1;NA;NA;NA
2283;1;53;0;0;0;4;1;2.95651156;1;0;0;1;3.767441777;1
2284;3;36;0;1;1;5;1;4.403430543;0;0;1;1;4.460588957;0
2285;1;32;0;0;0;3;1;2.95651156;1;0;0;0;NA;1
2286;1;54;0;0;0;5;1;3.767441777;1;0;0;0;NA;1
2287;1;39;1;0;0;5;1;2.931193752;1;0;0;1;2.393042203;0
2288;3;49;1;0;0;3;1;4.138505458;0;0;1;1;4.229477236;0
2289;2;40;1;0;0;4;1;3.361976669;0;1;0;1;3.551218668;0
2290;2;45;1;0;0;3;1;4.055123849;0;1;0;1;4.633608121;0
2291;2;43;1;0;0;5;1;3.978162808;0;1;0;1;4.160484365;0
2292;1;44;0;0;0;4;1;2.396895772;1;0;0;0;NA;1
2293;NA;53;NA;NA;0;2;0;NA;NA;NA;NA;0;NA;NA
2294;3;45;0;0;0;4;1;3.649658741;0;0;1;1;NA;1
2295;1;43;0;1;0;4;1;3.872802292;1;0;0;1;4.565949473;0
2296;2;47;0;0;0;4;1;3.649658741;0;1;0;1;3.96377407;1
2297;1;28;0;0;2;4;1;2.890371758;1;0;0;1;3.274965292;1
2298;1;39;1;0;0;3;1;2.838728525;1;0;0;1;2.733368009;0
2299;2;42;1;0;0;4;1;3.744968921;0;1;0;1;5.136301076;0
2300;1;40;0;0;1;4;1;2.95651156;1;0;0;1;3.218875825;1
2301;1;26;0;0;1;3;1;2.407945609;1;0;0;1;3.872802292;1
2302;1;50;0;0;0;5;1;3.810926889;1;0;0;1;3.361976669;1
2303;3;45;1;0;0;5;1;3.649658741;0;0;1;1;3.767441777;0
2304;NA;25;0;0;1;5;1;3.199457739;NA;NA;NA;1;2.95651156;1
2305;NA;43;0;0;0;4;1;3.80666249;NA;NA;NA;1;3.816231941;1
2306;1;43;0;0;0;4;0;NA;1;0;0;1;4.135166557;1
2307;2;38;0;0;0;3;1;3.609384842;0;1;0;1;3.872802292;1
2308;1;53;0;0;0;3;1;3.789420683;1;0;0;1;3.361976669;1
2309;3;39;NA;NA;0;4;1;2.302585093;0;0;1;1;3.627997244;NA
2310;1;45;0;0;0;3;0;NA;1;0;0;1;3.544298225;1
2311;3;31;0;1;1;4;1;NA;0;0;1;1;2.982487047;0
2312;2;35;1;0;1;2;1;2.57224866;0;1;0;1;4.021222297;0
2313;3;32;0;0;0;3;1;3.611437528;0;0;1;1;3.710283363;1
2314;1;34;0;0;1;3;0;NA;1;0;0;1;3.179655112;1
2315;3;49;1;0;0;5;1;2.905218266;0;0;1;0;NA;0
2316;3;52;0;0;0;5;1;3.679511704;0;0;1;1;3.05182174;1
2317;1;40;0;0;0;5;1;2.708050201;1;0;0;1;3.074294596;1
2318;2;33;0;0;1;5;1;3.361976669;0;1;0;1;2.903022875;1
2319;2;53;1;0;0;3;1;3.719863;0;1;0;1;4.342805922;0
2320;1;45;0;0;0;4;0;NA;1;0;0;1;3.442019376;1
2321;3;39;0;0;1;4;1;4.311057223;0;0;1;1;3.361976669;1
2322;1;52;0;0;0;2;0;NA;1;0;0;1;3.005301725;1
2323;1;37;NA;NA;0;3;0;NA;1;0;0;NA;NA;NA
2324;3;27;1;0;0;3;1;3.442019376;0;0;1;1;2.822980168;0
2325;2;26;1;0;0;4;1;2.929843313;0;1;0;1;4.568446353;0
2326;2;30;0;0;1;4;0;NA;0;1;0;1;3.516127348;1
2327;1;54;0;0;0;3;1;3.64008929;1;0;0;1;3.890820798;1
2328;NA;44;NA;NA;0;4;1;3.890820798;NA;NA;NA;1;NA;NA
2329;3;44;0;1;0;3;1;3.396557002;0;0;1;1;3.361976669;0
2330;2;44;1;0;1;4;1;3.800231599;0;1;0;1;4.055123849;0
2331;1;49;1;0;1;5;1;2.813410717;1;0;0;1;4.180286992;0
2332;2;42;1;0;0;4;1;3.544298225;0;1;0;1;4.251238728;0
2333;1;48;0;1;0;5;1;3.42651519;1;0;0;1;3.17162294;0
2334;2;41;1;0;0;4;1;3.700952035;0;1;0;1;3.58512022;0
2335;1;53;0;0;0;4;1;3.42496041;1;0;0;1;3.394798749;1
2336;3;44;NA;NA;0;4;0;NA;0;0;1;1;4.160484365;NA
2337;2;33;0;0;1;5;0;NA;0;1;0;1;NA;1
2338;1;25;0;0;0;4;1;5.769922277;1;0;0;1;2.931193752;1
2339;NA;40;NA;NA;0;5;1;2.774589924;NA;NA;NA;1;2.995732274;NA
2340;NA;34;NA;NA;0;4;1;2.646356632;NA;NA;NA;0;NA;NA
2341;1;39;0;0;0;4;1;NA;1;0;0;1;2.586764535;1
2342;3;25;0;0;0;4;1;3.313186504;0;0;1;1;3.183330887;1
2343;3;54;0;0;0;5;1;3.59559152;0;0;1;1;3.551218668;1
2344;2;30;0;0;2;5;1;3.23792402;0;1;0;1;2.976314188;1
2345;1;26;NA;NA;0;3;1;2.486507931;1;0;0;NA;NA;NA
2346;NA;39;0;0;0;3;1;3.036554268;NA;NA;NA;1;3.061872076;1
2347;NA;50;NA;NA;0;2;0;NA;NA;NA;NA;0;NA;NA
2348;2;52;1;0;0;5;1;3.051858103;0;1;0;1;3.521825369;0
2349;2;50;1;0;0;3;1;2.733368009;0;1;0;1;3.410766833;0
2350;NA;37;1;0;0;4;1;3.42651519;NA;NA;NA;1;4.342805922;0
2351;NA;35;NA;NA;2;4;0;NA;NA;NA;NA;1;NA;NA
2352;2;37;0;0;2;4;1;3.355007999;0;1;0;1;3.227810154;1
2353;NA;30;NA;NA;0;5;0;NA;NA;NA;NA;1;NA;NA
2354;NA;33;NA;NA;0;5;1;NA;NA;NA;NA;1;NA;NA
2355;NA;43;NA;NA;0;4;1;2.905218266;NA;NA;NA;1;2.95651156;NA
2356;1;54;0;0;0;5;0;NA;1;0;0;1;3.42651519;1
2357;1;54;NA;NA;0;4;0;NA;1;0;0;0;NA;NA
2358;1;39;1;0;0;4;1;2.312154544;1;0;0;1;3.558091547;0
2359;NA;33;NA;NA;1;4;1;NA;NA;NA;NA;1;2.95651156;NA
2360;NA;42;NA;NA;0;5;1;NA;NA;NA;NA;1;NA;NA
2361;1;51;NA;NA;0;4;1;3.179655112;1;0;0;1;2.95651156;NA
2362;2;51;1;0;0;2;1;3.571697199;0;1;0;1;2.931193752;0
2363;2;34;0;0;0;4;1;4.064340504;0;1;0;1;3.872802292;1
2364;3;42;1;0;0;5;1;3.767441777;0;0;1;1;4.304584709;0
2365;3;54;0;0;0;5;0;NA;0;0;1;1;3.655593476;1
2366;3;46;0;1;0;4;1;4.172906885;0;0;1;1;3.872802292;0
2367;1;43;NA;NA;0;3;1;2.486507931;1;0;0;NA;NA;NA
2368;3;46;0;0;0;3;1;3.547379892;0;0;1;1;3.138833117;1
2369;2;41;0;0;2;3;1;3.569616033;0;1;0;1;3.021050082;1
2370;3;51;0;1;0;4;1;4.460600068;0;0;1;1;3.680491004;0
2371;2;53;1;0;0;5;1;3.310683374;0;1;0;1;6.898093368;0
2372;3;48;0;1;0;3;1;3.361976669;0;0;1;1;3.649658741;0
2373;1;40;0;0;0;4;1;3.179655112;1;0;0;1;3.487139811;1
2374;3;51;1;0;0;4;1;4.135166557;0;0;1;1;3.789420683;0
2375;2;51;NA;NA;0;2;0;NA;0;1;0;1;4.2782674;NA
2376;NA;53;0;0;0;5;1;5.147494477;NA;NA;NA;1;2.079441542;1
2377;3;36;0;1;1;4;1;3.729701449;0;0;1;1;4.172906885;0
2378;3;43;0;0;0;3;0;NA;0;0;1;1;NA;1
2379;1;40;NA;NA;0;4;1;2.420368129;1;0;0;1;2.35867456;NA
2380;1;49;0;0;0;5;1;3.669461368;1;0;0;1;3.413936407;1
2381;1;43;0;0;0;5;1;3.256616153;1;0;0;1;1.272965676;1
2382;1;48;1;0;0;3;0;NA;1;0;0;0;NA;0
2383;2;33;1;0;1;5;1;3.803809421;0;1;0;1;4.055123849;0
2384;1;26;0;0;2;5;0;NA;1;0;0;1;3.544298225;1
2385;3;37;1;0;0;4;1;4.500588095;0;0;1;1;3.947275393;0
2386;2;37;0;0;1;4;1;3.487139811;0;1;0;0;NA;1
2387;1;41;NA;NA;0;4;0;NA;1;0;0;1;4.028095177;NA
2388;NA;43;NA;NA;0;3;0;NA;NA;NA;NA;0;NA;NA
2389;3;48;1;0;0;4;1;3.703725962;0;0;1;1;3.324236341;0
2390;2;32;1;0;0;4;1;3.42651519;0;1;0;1;4.342805922;0
2391;3;50;1;0;0;5;0;NA;0;0;1;1;4.247495742;0
2392;NA;45;NA;NA;0;5;1;4.565949473;NA;NA;NA;1;4.565949473;NA
2393;2;38;1;0;0;4;1;4.244365849;0;1;0;1;3.42651519;0
2394;2;32;1;0;0;4;1;3.074294596;0;1;0;1;3.410766833;0
2395;2;32;0;1;1;4;1;5.259096653;0;1;0;1;5.384259796;0
2396;1;33;0;0;0;3;1;3.760473107;1;0;0;1;4.971414581;1
2397;NA;38;0;1;2;5;1;4.187613032;NA;NA;NA;1;3.9310712;0
2398;2;46;0;1;0;4;0;NA;0;1;0;1;3.207825989;0
2399;3;39;1;0;0;5;1;3.481240089;0;0;1;1;3.649658741;0
2400;1;53;1;0;0;5;1;3.968112472;1;0;0;1;4.11966237;0
2401;2;40;1;0;0;4;1;4.087913672;0;1;0;1;3.568689678;0
2402;1;50;0;1;0;4;1;2.995732274;1;0;0;1;4.40107483;0
2403;1;51;0;0;0;4;1;3.457286848;1;0;0;1;NA;1
2404;2;40;1;0;0;4;1;4.135166557;0;1;0;1;4.180286992;0
2405;2;47;1;0;0;3;0;NA;0;1;0;1;4.295177873;0
2406;2;39;1;0;0;3;1;3.324236341;0;1;0;1;3.256616153;0
2407;2;43;0;1;0;5;1;2.95651156;0;1;0;1;4.565949473;0
2408;2;45;1;0;0;5;1;2.26336438;0;1;0;1;2.35867456;0
2409;2;35;1;0;2;4;1;3.633910384;0;1;0;1;4.172906885;0
2410;3;46;0;1;0;5;1;4.055123849;0;0;1;1;4.080441657;0
2411;3;52;1;0;0;5;0;NA;0;0;1;1;4.971414581;0
2412;1;48;0;0;0;4;1;2.995732274;1;0;0;1;2.764139668;1
